Distance_(microns),Gray_Value
0.000,23734.203
0.830,24185.475
1.661,23490.203
2.491,24519.049
3.321,24514.754
4.151,24907.762
4.982,25099.203
5.812,25066.020
6.642,25363.793
7.472,24931.385
8.303,24108.611
9.133,25474.977
9.963,25160.871
10.793,25262.660
11.624,25425.332
12.454,26029.592
13.284,25859.072
14.115,26690.094
14.945,25730.117
15.775,26916.098
16.605,27252.842
17.436,25577.939
18.266,25154.814
19.096,25169.045
19.926,25935.359
20.757,26112.871
21.587,25318.389
22.417,24820.404
23.247,24496.498
24.078,23920.178
24.908,23265.230
25.738,22898.098
26.569,23297.850
27.399,24234.688
28.229,23829.295
29.059,22643.438
29.890,22508.076
30.720,24011.521
31.550,23324.977
32.380,23918.422
33.211,22908.596
34.041,22953.057
34.871,22517.303
35.701,22102.189
36.532,21948.449
37.362,23247.688
38.192,23253.842
39.023,22611.895
39.853,21501.721
40.683,23167.336
41.513,21516.600
42.344,21171.623
43.174,22017.992
44.004,21909.959
44.834,21594.400
45.665,21070.219
46.495,20000.355
47.325,20756.627
48.155,20941.615
48.986,21810.748
49.816,22376.238
50.646,22828.422
51.477,23261.920
52.307,22333.729
53.137,21859.426
53.967,21767.547
54.798,20646.016
55.628,21222.623
56.458,21025.158
57.288,21435.988
58.119,20905.137
58.949,20479.109
59.779,20504.080
60.609,22032.830
61.440,21238.279
62.270,22240.426
63.100,21299.822
63.930,22355.246
64.761,22236.426
65.591,21515.680
66.421,21582.891
67.252,21744.320
68.082,21508.578
68.912,23095.086
69.742,22938.785
70.573,22864.102
71.403,22004.396
72.233,22152.891
73.063,22179.072
73.894,22080.846
74.724,21162.109
75.554,22779.906
76.384,22362.623
77.215,24201.604
78.045,22480.539
78.875,21863.996
79.706,24107.396
80.536,25454.660
81.366,23287.242
82.196,22923.340
83.027,23776.744
83.857,24181.887
84.687,23212.623
85.517,23941.902
86.348,23007.588
87.178,23408.641
88.008,22333.385
88.838,22865.648
89.669,22599.582
90.499,21318.984
91.329,21728.012
92.160,19674.857
92.990,19871.951
93.820,19357.422
94.650,19165.309
95.481,19306.914
96.311,17788.914
97.141,17627.996
97.971,16624.283
98.802,15614.445
99.632,14559.898
100.462,14562.154
101.292,13354.478
102.123,12844.526
102.953,12614.121
103.783,11998.660
104.614,11121.324
105.444,10539.883
106.274,10072.324
107.104,9681.296
107.935,9622.247
108.765,9171.887
109.595,9372.178
110.425,9219.462
111.256,8916.903
112.086,8860.024
112.916,8649.377
113.746,8834.680
114.577,8483.470
115.407,7715.923
116.237,8037.271
117.068,8021.826
117.898,7866.150
118.728,8220.000
119.558,7964.445
120.389,7758.328
121.219,8169.235
122.049,8082.210
122.879,8408.534
123.710,7400.611
124.540,8079.490
125.370,7701.304
126.200,8089.304
127.031,7772.053
127.861,7882.085
128.691,8286.138
129.522,7601.968
130.352,7460.174
131.182,7950.020
132.012,7919.081
132.843,7275.283
133.673,7819.567
134.503,7256.656
135.333,7317.725
136.164,6920.773
136.994,7267.891
137.824,6992.300
138.654,7124.227
139.485,6799.024
140.315,6703.668
141.145,7236.421
141.976,7252.490
142.806,7110.454
143.636,7930.304
144.466,8482.773
145.297,9941.291
146.127,10805.126
146.957,11172.979
147.787,12334.183
148.618,13868.583
149.448,15435.259
150.278,17183.291
151.108,19321.158
151.939,19986.309
152.769,22013.502
153.599,23001.826
154.430,22831.359
155.260,24145.732
156.090,24112.422
156.920,23092.199
157.751,23818.064
158.581,24349.676
159.411,24356.486
160.241,25270.090
161.072,24684.635
161.902,25540.033
162.732,26054.369
163.562,24688.166
164.393,24668.242
165.223,25317.543
166.053,23632.883
166.883,26527.295
167.714,24387.672
168.544,24893.264
169.374,24562.611
170.205,25184.271
171.035,24830.814
171.865,24905.951
172.695,24898.834
173.526,25359.490
174.356,24754.133
175.186,25533.234
176.016,24502.525
176.847,24126.785
177.677,24225.732
178.507,23809.502
179.337,23883.936
180.168,24231.688
180.998,23350.777
181.828,23726.785
182.659,23863.551
183.489,23068.260
184.319,24098.652
185.149,23858.967
185.980,23313.936
186.810,22700.588
187.640,23069.732
188.470,23034.016
189.301,22389.596
190.131,22864.793
190.961,23011.312
191.791,22602.660
192.622,23419.434
193.452,23180.744
194.282,22608.895
195.113,24134.906
195.943,22604.920
196.773,21956.688
197.603,23047.641
198.434,21128.365
199.264,23952.740
200.094,22451.688
200.924,21036.365
201.755,20871.971
202.585,20994.566
203.415,21782.219
204.245,20997.744
205.076,21694.271
205.906,21467.174
206.736,20446.672
207.567,20360.275
208.397,21294.645
209.227,21828.133
210.057,20970.186
210.888,20659.705
211.718,21510.596
212.548,20609.076
213.378,21617.117
214.209,20933.854
215.039,22094.086
215.869,21560.510
216.699,20920.340
217.530,21569.902
218.360,21628.053
219.190,21651.211
220.021,20939.355
220.851,20962.924
221.681,22102.871
222.511,21515.574
223.342,22642.932
224.172,21820.129
225.002,21272.396
225.832,22816.924
226.663,21679.234
227.493,21406.838
228.323,22366.016
229.153,21499.170
229.984,22214.838
230.814,22043.246
231.644,22402.842
232.475,21307.891
233.305,22259.691
234.135,21892.482
234.965,22712.125
235.796,22258.072
236.626,22297.162
237.456,22300.910
238.286,22278.871
239.117,23423.453
239.947,22674.023
240.777,22815.182
241.607,22949.850
242.438,22409.928
243.268,23262.547
244.098,22716.494
244.929,22824.312
245.759,22779.936
246.589,22282.438
247.419,22268.396
248.250,22249.490
249.080,22777.260
249.910,22778.000
250.740,22361.117
251.571,22988.186
252.401,22491.744
253.231,23003.320
254.061,23170.359
254.892,23223.004
255.722,23149.773
256.552,21589.434
257.383,22211.373
258.213,21866.393
259.043,23072.125
259.873,22069.705
260.704,23088.807
261.534,22862.287
262.364,22753.818
263.194,22118.256
264.025,24014.635
264.855,23330.469
265.685,22892.551
266.515,22090.186
267.346,21973.758
268.176,22241.068
269.006,22957.117
269.837,22764.988
270.667,23067.461
271.497,23136.438
272.327,23025.895
273.158,22413.328
273.988,21902.133
274.818,22087.578
275.648,21996.203
276.479,22403.801
277.309,22833.887
278.139,23050.502
278.969,21869.029
279.800,22405.924
280.630,21810.857
281.460,21448.162
282.290,21620.871
283.121,21396.234
283.951,21387.607
284.781,21905.086
285.612,20886.396
286.442,21033.943
287.272,20660.121
288.102,21760.498
288.933,20659.854
289.763,20868.623
290.593,21163.607
291.423,21560.688
292.254,19989.713
293.084,21301.355
293.914,20694.029
294.745,20546.143
295.575,20654.857
296.405,19794.137
297.235,20504.514
298.066,20935.701
298.896,21087.441
299.726,20007.094
300.556,20471.951
301.387,21067.359
302.217,21679.863
303.047,20909.758
303.877,20459.252
304.708,21093.854
305.538,21015.037
306.368,20576.883
307.198,20908.635
308.029,21464.871
308.859,19299.582
309.689,21037.045
310.520,20566.268
311.350,19563.365
312.180,20661.189
313.010,20734.770
313.841,19751.408
314.671,21309.203
315.501,19910.732
316.331,21197.279
317.162,21229.801
317.992,21626.551
318.822,21647.381
319.652,20904.645
320.483,21600.980
321.313,21340.971
322.143,21347.068
322.974,21745.393
323.804,22480.514
324.634,21042.457
325.464,22690.807
326.295,21322.838
327.125,21203.770
327.955,21320.645
328.785,22338.303
329.616,21794.271
330.446,20870.275
331.276,21327.789
332.106,21189.971
332.937,22775.744
333.767,22357.080
334.597,21631.543
335.428,22409.676
336.258,23185.094
337.088,22731.203
337.918,22382.057
338.749,22346.684
339.579,22322.668
340.409,21659.736
341.239,21205.648
342.070,21785.863
342.900,20988.943
343.730,21504.951
344.560,21152.324
345.391,20629.312
346.221,21973.910
347.051,21228.936
347.882,20915.814
348.712,19823.461
349.542,21049.984
350.372,20599.355
351.203,20140.514
352.033,21336.385
352.863,21316.705
353.693,19921.045
354.524,20664.068
355.354,20824.324
356.184,21724.963
357.014,20395.525
357.845,22089.199
358.675,21988.098
359.505,20278.883
360.336,21207.268
361.166,20197.023
361.996,20650.369
362.826,20649.736
363.657,20705.543
364.487,20207.971
365.317,20485.041
366.147,20775.359
366.978,20790.061
367.808,19789.004
368.638,20891.619
369.468,20924.061
370.299,20737.211
371.129,19939.947
371.959,20169.102
372.790,20677.510
373.620,20316.020
374.450,20441.133
375.280,20603.770
376.111,21191.385
376.941,21228.475
377.771,21248.182
378.601,22095.238
379.432,21377.502
380.262,21848.389
381.092,20526.566
381.922,20767.592
382.753,21318.906
383.583,20547.143
384.413,20640.309
385.243,20763.143
386.074,20561.490
386.904,21588.396
387.734,22388.984
388.565,22360.717
389.395,23386.094
390.225,23060.316
391.055,22962.275
391.886,21345.758
392.716,21259.340
393.546,21701.781
394.376,21076.867
395.207,19896.932
396.037,20841.029
396.867,21937.574
397.698,21225.045
398.528,21344.902
399.358,21955.631
400.188,22237.539
401.019,22112.559
401.849,21944.543
402.679,23935.271
403.509,22143.166
404.340,21473.336
405.170,20937.977
406.000,22069.186
406.830,21689.818
407.661,22452.959
408.491,21452.701
409.321,22040.396
410.151,21396.582
410.982,21624.174
411.812,21055.807
412.642,21704.660
413.473,21536.631
414.303,21556.539
415.133,20071.914
415.963,21156.777
416.794,20553.385
417.624,20636.898
418.454,20528.830
419.284,20350.797
420.115,19804.098
420.945,20321.762
421.775,19636.668
422.605,21053.971
423.436,19787.479
424.266,19415.137
425.096,19904.422
425.927,19769.348
426.757,20458.064
427.587,20200.521
428.417,20773.822
429.248,20238.365
430.078,20690.920
430.908,20621.260
431.738,20692.660
432.569,20417.627
433.399,20956.283
434.229,19734.502
435.059,20408.615
435.890,19887.525
436.720,21055.053
437.550,21236.943
438.381,20955.057
439.211,19855.143
440.041,20144.033
440.871,19950.971
441.702,20581.287
442.532,19964.992
443.362,19883.068
444.192,19630.566
445.023,19318.547
445.853,19362.061
446.683,20163.822
447.513,19023.355
448.344,19514.850
449.174,19933.453
450.004,19212.143
450.835,19739.518
451.665,19878.355
452.495,19490.203
453.325,19958.664
454.156,19455.914
454.986,19328.732
455.816,19316.320
456.646,19268.020
457.477,19196.781
458.307,19159.984
459.137,18841.814
459.967,19263.125
460.798,19939.023
461.628,19460.838
462.458,18719.252
463.289,17763.182
464.119,18789.582
464.949,17811.381
465.779,19509.818
466.610,21139.000
467.440,22221.373
468.270,22377.316
469.100,20672.645
469.931,18864.223
470.761,19118.660
471.591,18281.717
472.421,18061.203
473.252,18453.656
474.082,18426.189
474.912,18345.004
475.743,18731.178
476.573,17815.129
477.403,19074.691
478.233,18728.219
479.064,19501.129
479.894,18176.506
480.724,19136.219
481.554,18336.895
482.385,17309.121
483.215,17935.316
484.045,18019.389
484.875,18388.189
485.706,17973.955
486.536,20328.072
487.366,20188.312
488.197,20512.914
489.027,20418.344
489.857,18816.445
490.687,20332.309
491.518,20621.822
492.348,21017.914
493.178,21325.162
494.008,23245.441
