Distance_(microns),Gray_Value
0.000,23881.850
0.830,24134.045
1.661,25100.268
2.491,24811.125
3.321,25087.951
4.151,24302.980
4.982,23824.441
5.812,23798.863
6.642,24607.570
7.472,24030.203
8.303,24545.793
9.133,24231.207
9.963,24469.109
10.793,24495.494
11.624,25127.482
12.454,24974.264
13.284,25195.947
14.115,25138.729
14.945,25321.252
15.775,24672.445
16.605,24645.008
17.436,24414.814
18.266,24395.996
19.096,24921.053
19.926,24142.469
20.757,25121.660
21.587,25448.863
22.417,25022.445
23.247,25199.996
24.078,25050.811
24.908,24890.287
25.738,24498.641
26.569,24962.648
27.399,25348.324
28.229,25494.910
29.059,24636.729
29.890,25107.754
30.720,25550.789
31.550,25870.490
32.380,25407.955
33.211,26361.963
34.041,25061.029
34.871,24537.988
35.701,25714.252
36.532,26304.154
37.362,25965.279
38.192,26633.943
39.023,26009.064
39.853,25921.701
40.683,25208.582
41.513,26549.154
42.344,27039.980
43.174,26517.268
44.004,25755.574
44.834,26258.725
45.665,26935.080
46.495,26867.736
47.325,27126.113
48.155,26716.207
48.986,27266.482
49.816,27242.988
50.646,25835.490
51.477,26099.611
52.307,27320.676
53.137,26568.316
53.967,26956.057
54.798,26069.174
55.628,26978.924
56.458,26332.068
57.288,25837.316
58.119,25592.412
58.949,25604.299
59.779,25260.352
60.609,25522.215
61.440,25869.980
62.270,25550.811
63.100,26066.600
63.930,25991.502
64.761,26363.951
65.591,25966.883
66.421,25999.521
67.252,26840.299
68.082,26741.984
68.912,25963.648
69.742,26092.203
70.573,26347.600
71.403,26222.713
72.233,24726.475
73.063,24665.389
73.894,25475.090
74.724,26034.600
75.554,26639.090
76.384,26350.457
77.215,25076.701
78.045,25445.193
78.875,26085.000
79.706,25982.299
80.536,25868.736
81.366,25842.193
82.196,25478.748
83.027,25506.531
83.857,25671.312
84.687,25464.162
85.517,25820.875
86.348,25318.740
87.178,24569.355
88.008,26224.037
88.838,26682.086
89.669,25217.295
90.499,25434.215
91.329,26402.834
92.160,25595.793
92.990,24493.762
93.820,25030.902
94.650,24648.879
95.481,23995.811
96.311,23838.758
97.141,22954.857
97.971,23406.535
98.802,22236.766
99.632,22676.090
100.462,22506.486
101.292,21804.943
102.123,22319.518
102.953,22678.396
103.783,22395.457
104.614,22076.230
105.444,22199.668
106.274,21063.717
107.104,21015.559
107.935,21190.721
108.765,19971.641
109.595,19613.359
110.425,19250.252
111.256,19071.137
112.086,18053.049
112.916,17610.895
113.746,17578.275
114.577,16673.041
115.407,16835.189
116.237,16194.146
117.068,15300.664
117.898,15584.268
118.728,14751.919
119.558,14249.215
120.389,14104.640
121.219,13709.583
122.049,12741.405
122.879,12888.551
123.710,12262.174
124.540,12533.672
125.370,12683.004
126.200,12548.851
127.031,12187.898
127.861,12017.522
128.691,11885.215
129.522,12518.336
130.352,12931.097
131.182,12178.555
132.012,12187.737
132.843,11901.146
133.673,11608.478
134.503,11137.158
135.333,11523.405
136.164,11967.300
136.994,11680.324
137.824,11336.817
138.654,12087.211
139.485,11744.304
140.315,11442.219
141.145,11816.068
141.976,11989.230
142.806,11957.538
143.636,12106.826
144.466,12103.040
145.297,12019.324
146.127,11674.336
146.957,12166.668
147.787,11949.562
148.618,11836.008
149.448,12050.024
150.278,11771.879
151.108,11400.619
151.939,11441.680
152.769,11553.012
153.599,11691.178
154.430,11391.377
155.260,12049.328
156.090,11541.324
156.920,11767.368
157.751,11650.045
158.581,12190.008
159.411,12030.259
160.241,12040.000
161.072,11701.409
161.902,11639.737
162.732,11430.271
163.562,10991.170
164.393,11387.012
165.223,11994.737
166.053,11409.968
166.883,11179.340
167.714,11887.170
168.544,11884.409
169.374,11784.429
170.205,11359.753
171.035,11742.097
171.865,11804.777
172.695,11770.891
173.526,11492.717
174.356,11404.619
175.186,11103.349
176.016,11333.478
176.847,11666.356
177.677,11544.149
178.507,11611.551
179.337,12628.737
180.168,12306.960
180.998,12973.636
181.828,12980.102
182.659,12216.032
183.489,12134.789
184.319,12473.587
185.149,12888.992
185.980,12918.485
186.810,13842.149
187.640,14255.846
188.470,15191.874
189.301,16793.943
190.131,17591.291
190.961,18744.150
191.791,19945.717
192.622,20499.373
193.452,20079.684
194.282,20644.963
195.113,20833.842
195.943,20231.061
196.773,21506.562
197.603,20755.418
198.434,20956.029
199.264,21289.211
200.094,21223.449
200.924,21285.369
201.755,21932.412
202.585,22512.578
203.415,22560.680
204.245,21927.045
205.076,22198.113
205.906,22014.672
206.736,21065.578
207.567,21065.461
208.397,20609.389
209.227,20207.566
210.057,20285.672
210.888,20163.574
211.718,19845.299
212.548,20556.023
213.378,20947.518
214.209,20057.521
215.039,20263.393
215.869,20364.709
216.699,20169.943
217.530,19764.498
218.360,19655.332
219.190,19909.328
220.021,19959.883
220.851,20143.645
221.681,20702.793
222.511,21670.408
223.342,20668.793
224.172,20610.211
225.002,20582.252
225.832,20869.574
226.663,20935.854
227.493,21544.857
228.323,21463.936
229.153,20081.053
229.984,19855.801
230.814,20985.758
231.644,21159.668
232.475,21255.574
233.305,21113.348
234.135,20035.854
234.965,19369.936
235.796,19733.182
236.626,19616.883
237.456,18593.984
238.286,18838.697
239.117,18778.582
239.947,18289.996
240.777,17623.324
241.607,18846.854
242.438,19417.109
243.268,18208.660
244.098,17139.389
244.929,17679.441
245.759,17759.518
246.589,17480.518
247.419,17885.355
248.250,18435.072
249.080,18193.211
249.910,19457.498
250.740,19354.166
251.571,19777.430
252.401,19432.910
253.231,19354.758
254.061,20402.928
254.892,20220.514
255.722,19946.381
256.552,20270.582
257.383,20335.713
258.213,20467.645
259.043,20445.951
259.873,20628.475
260.704,20487.721
261.534,20729.502
262.364,20106.879
263.194,21152.143
264.025,21171.412
264.855,20843.928
265.685,21016.125
266.515,19890.479
267.346,19340.098
268.176,20266.619
269.006,20034.064
269.837,20732.016
270.667,20386.109
271.497,19895.287
272.327,20500.053
273.158,21053.547
273.988,21573.227
274.818,21679.162
275.648,22120.588
276.479,22729.521
277.309,23418.227
278.139,23586.279
278.969,24570.238
279.800,25116.914
280.630,24828.789
281.460,24359.570
282.290,24551.133
283.121,22210.355
283.951,21989.045
284.781,23492.389
285.612,25263.807
286.442,26241.748
287.272,25570.604
288.102,24421.789
288.933,23464.242
289.763,22448.551
290.593,23098.076
291.423,22207.910
292.254,22272.137
293.084,23353.068
293.914,23866.199
294.745,23977.008
295.575,23761.475
296.405,23068.910
297.235,23606.604
298.066,23182.588
298.896,21790.336
299.726,21434.777
300.556,20697.510
301.387,20351.283
302.217,20593.445
303.047,20047.688
303.877,19120.186
304.708,18382.535
305.538,17364.453
306.368,17846.475
307.198,18280.895
308.029,19221.818
308.859,18950.219
309.689,17672.465
310.520,16289.862
311.350,14850.243
312.180,13241.575
313.010,12436.583
313.841,12397.660
314.671,12298.453
315.501,11890.749
316.331,12361.312
317.162,12099.607
317.992,12014.604
318.822,11454.866
319.652,11067.745
320.483,10592.911
321.313,10327.741
322.143,10118.170
322.974,9852.519
323.804,9476.555
324.634,9194.895
325.464,9289.291
326.295,9285.696
327.125,9529.903
327.955,9405.429
328.785,9234.830
329.616,9610.263
330.446,9415.851
331.276,9430.320
332.106,9784.300
332.937,9186.883
333.767,9355.834
334.597,9122.360
335.428,9236.551
336.258,9714.502
337.088,9659.737
337.918,9588.571
338.749,9259.068
339.579,9201.571
340.409,9331.510
341.239,9902.434
342.070,9725.162
342.900,9322.429
343.730,10200.097
344.560,9615.219
345.391,9450.032
346.221,9710.883
347.051,10113.551
347.882,9777.012
348.712,9362.927
349.542,9929.263
350.372,9323.178
351.203,9455.595
352.033,10000.506
352.863,9954.485
353.693,9774.672
354.524,10004.291
355.354,9879.947
356.184,9671.668
357.014,10014.891
357.845,9922.644
358.675,9797.600
359.505,10285.526
360.336,10240.555
361.166,10343.283
361.996,10364.227
362.826,11027.591
363.657,10927.964
364.487,10603.425
365.317,10322.073
366.147,10478.308
366.978,10612.154
367.808,10942.356
368.638,11505.530
369.468,11638.628
370.299,11915.166
371.129,11981.770
371.959,11801.389
372.790,12237.651
373.620,13230.004
374.450,14403.717
375.280,14114.761
376.111,14961.409
376.941,15406.255
377.771,14938.134
378.601,16248.927
379.432,16386.729
380.262,15866.441
381.092,16642.264
381.922,17376.502
382.753,17063.348
383.583,17282.426
384.413,18206.936
385.243,19112.867
386.074,19405.943
386.904,19740.418
387.734,18957.697
388.565,19099.234
389.395,19475.502
390.225,20350.672
391.055,20762.162
391.886,19685.457
392.716,19802.219
393.546,20070.996
394.376,19346.215
395.207,19332.328
396.037,19570.777
396.867,19832.562
397.698,20217.578
398.528,19889.947
399.358,19252.600
400.188,20323.611
401.019,20490.906
401.849,19858.936
402.679,20110.596
403.509,19755.879
404.340,20143.785
405.170,20519.041
406.000,20586.045
406.830,20875.260
407.661,21293.219
408.491,22398.412
409.321,21087.811
410.151,20995.113
410.982,21170.299
411.812,20812.992
412.642,21742.299
413.473,21647.732
414.303,20925.230
415.133,21439.023
415.963,21105.246
416.794,21924.656
417.624,22047.924
418.454,22937.762
419.284,22042.150
420.115,21922.389
420.945,21625.256
421.775,22233.910
422.605,21798.057
423.436,22714.365
424.266,21588.518
425.096,21746.385
425.927,21213.408
426.757,21500.068
427.587,21850.691
428.417,22443.543
429.248,21726.193
430.078,21535.936
430.908,22098.377
431.738,22035.238
432.569,22228.555
433.399,21533.914
434.229,21995.883
435.059,21591.057
435.890,21562.592
436.720,21825.279
437.550,21498.684
438.381,21867.713
439.211,21577.736
440.041,21772.064
440.871,21452.264
441.702,21466.521
442.532,22002.660
443.362,22411.404
444.192,22728.736
445.023,21805.652
445.853,21993.559
446.683,22111.668
447.513,21935.418
448.344,22713.684
449.174,23117.037
450.004,21935.291
450.835,22864.992
451.665,22659.061
452.495,21879.943
453.325,21547.652
454.156,21839.709
454.986,21663.012
455.816,21558.773
456.646,22391.920
457.477,22237.037
458.307,22262.539
459.137,21476.494
459.967,21681.967
460.798,20822.000
461.628,21322.227
462.458,21591.203
463.289,21706.223
464.119,21586.758
464.949,21492.393
465.779,21419.016
466.610,20985.121
467.440,20820.223
468.270,20848.393
469.100,20842.664
469.931,20788.482
470.761,21021.186
471.591,20095.182
472.421,19375.189
473.252,20064.635
474.082,19702.770
474.912,19076.748
475.743,19153.381
476.573,18405.863
477.403,18795.615
478.233,18584.377
479.064,19010.441
479.894,19121.531
480.724,18858.029
481.554,19674.174
482.385,20057.121
483.215,19108.762
484.045,19161.842
484.875,17892.279
485.706,18678.359
486.536,18591.094
487.366,18901.709
488.197,18974.340
489.027,18593.061
489.857,18621.992
490.687,18812.441
491.518,18453.182
492.348,19284.793
493.178,19113.920
494.008,18395.947
