Distance_(microns),Gray_Value
0.000,15491.154
0.830,15094.595
1.661,15183.604
2.491,14871.429
3.321,15044.396
4.151,15043.777
4.982,14552.870
5.812,14414.045
6.642,14477.130
7.472,14360.749
8.303,14983.927
9.133,15337.239
9.963,14705.275
10.793,14775.320
11.624,15070.021
12.454,15096.591
13.284,15346.883
14.115,15306.983
14.945,15169.842
15.775,15009.636
16.605,15256.923
17.436,15819.725
18.266,15445.854
19.096,15878.761
19.926,15067.571
20.757,15353.571
21.587,15770.377
22.417,14883.777
23.247,15437.457
24.078,15090.077
24.908,14703.490
25.738,14580.036
26.569,15293.372
27.399,14847.230
28.229,15292.806
29.059,15228.405
29.890,14964.830
30.720,15306.372
31.550,15313.506
32.380,15556.766
33.211,14872.024
34.041,14673.340
34.871,15502.372
35.701,15471.097
36.532,15218.102
37.362,15456.466
38.192,16000.194
39.023,15966.449
39.853,15407.923
40.683,14993.279
41.513,14964.874
42.344,15286.320
43.174,15674.866
44.004,15237.672
44.834,15398.344
45.665,15183.485
46.495,14233.340
47.325,15131.223
48.155,14381.234
48.986,14879.068
49.816,15121.194
50.646,15150.607
51.477,14624.223
52.307,14287.377
53.137,14786.308
53.967,14315.615
54.798,14731.911
55.628,14826.234
56.458,15033.073
57.288,15418.259
58.119,14683.178
58.949,15089.353
59.779,15366.874
60.609,14724.372
61.440,14279.947
62.270,15166.519
63.100,15772.732
63.930,15427.709
64.761,15602.964
65.591,15676.817
66.421,16439.705
67.252,16515.846
68.082,16662.676
68.912,17283.814
69.742,16675.811
70.573,16596.279
71.403,16050.960
72.233,16330.134
73.063,17015.850
73.894,17559.967
74.724,16726.312
75.554,16500.980
76.384,16839.125
77.215,17048.234
78.045,16755.129
78.875,16992.283
79.706,16485.834
80.536,15902.462
81.366,17000.076
82.196,16268.923
83.027,17398.744
83.857,17080.121
84.687,17366.562
85.517,17183.271
86.348,16977.732
87.178,17238.797
88.008,17548.535
88.838,17299.773
89.669,18020.490
90.499,17773.461
91.329,17134.773
92.160,17117.811
92.990,17258.219
93.820,17655.098
94.650,17590.146
95.481,17834.672
96.311,17661.980
97.141,17338.109
97.971,16711.023
98.802,17077.592
99.632,17218.219
100.462,16836.000
101.292,17438.535
102.123,17881.369
102.953,17625.688
103.783,18271.826
104.614,18139.559
105.444,18683.502
106.274,18094.867
107.104,18292.898
107.935,18305.535
108.765,18495.789
109.595,18436.004
110.425,18922.260
111.256,18731.518
112.086,18209.219
112.916,18765.178
113.746,19923.486
114.577,19009.072
115.407,19247.359
116.237,19107.369
117.068,18446.510
117.898,19457.656
118.728,19352.914
119.558,19661.482
120.389,20414.604
121.219,20127.936
122.049,19986.430
122.879,20176.291
123.710,20287.469
124.540,21212.656
125.370,21199.438
126.200,20983.627
127.031,20422.162
127.861,20069.260
128.691,20848.854
129.522,21075.246
130.352,22004.709
131.182,21227.822
132.012,21387.959
132.843,21178.758
133.673,20721.090
134.503,20624.547
135.333,20577.215
136.164,20112.785
136.994,19902.227
137.824,19394.729
138.654,19792.381
139.485,19100.453
140.315,20073.008
141.145,20094.963
141.976,21024.381
142.806,19848.396
143.636,20060.461
144.466,20492.607
145.297,20180.977
146.127,20749.457
146.957,20949.822
147.787,20426.684
148.618,19873.814
149.448,19813.129
150.278,20133.090
151.108,19454.672
151.939,18700.150
152.769,18774.076
153.599,19046.279
154.430,18752.412
155.260,19416.582
156.090,20148.898
156.920,19306.434
157.751,19896.479
158.581,19559.098
159.411,18866.578
160.241,19042.543
161.072,18642.838
161.902,18417.672
162.732,17986.430
163.562,17581.895
164.393,17448.611
165.223,17502.928
166.053,17694.951
166.883,17207.053
167.714,17114.352
168.544,16451.438
169.374,16444.744
170.205,17204.344
171.035,17269.555
171.865,16185.409
172.695,16740.611
173.526,16321.449
174.356,15722.964
175.186,16376.510
176.016,16198.381
176.847,16459.688
177.677,15500.275
178.507,16748.441
179.337,16482.631
180.168,17194.871
180.998,16559.672
181.828,16651.600
182.659,16885.457
183.489,16577.732
184.319,16242.915
185.149,17135.004
185.980,17712.879
186.810,17169.400
187.640,17033.959
188.470,17560.064
189.301,17023.365
190.131,16757.162
190.961,16716.652
191.791,17227.729
192.622,17848.064
193.452,16426.037
194.282,16176.332
195.113,16794.814
195.943,17335.332
196.773,16585.713
197.603,16007.555
198.434,16034.247
199.264,16009.972
200.094,16603.574
200.924,15914.247
201.755,16549.754
202.585,16177.438
203.415,16209.607
204.245,16307.219
205.076,16919.871
205.906,17155.328
206.736,17238.182
207.567,17513.992
208.397,17016.324
209.227,17614.531
210.057,17489.754
210.888,17054.672
211.718,17183.521
212.548,16970.426
213.378,17207.490
214.209,16277.061
215.039,16748.773
215.869,16709.615
216.699,16118.915
217.530,15789.947
218.360,17173.340
219.190,16449.713
220.021,16508.525
220.851,15855.745
221.681,15347.291
222.511,15970.336
223.342,16417.023
224.172,16715.758
225.002,16080.566
225.832,16100.806
226.663,15494.822
227.493,16057.664
228.323,16099.215
229.153,15588.685
229.984,15364.798
230.814,14897.651
231.644,14837.741
232.475,15475.004
233.305,15146.170
234.135,14919.810
234.965,14513.064
235.796,14977.732
236.626,14452.287
237.456,14073.927
238.286,13482.247
239.117,14574.138
239.947,14104.417
240.777,13946.688
241.607,13652.842
242.438,14142.219
243.268,14681.664
244.098,14045.927
244.929,14149.049
245.759,14803.470
246.589,14682.611
247.419,14421.381
248.250,14937.017
249.080,15027.349
249.910,16082.988
250.740,16078.842
251.571,16018.846
252.401,15689.251
253.231,15507.068
254.061,14862.628
254.892,14895.036
255.722,14791.445
256.552,15068.562
257.383,14634.591
258.213,14889.696
259.043,14251.004
259.873,14175.854
260.704,15084.494
261.534,15291.068
262.364,14322.223
263.194,13676.045
264.025,13486.198
264.855,13621.230
265.685,13303.960
266.515,13287.485
267.346,12942.462
268.176,12089.230
269.006,12540.976
269.837,13045.870
270.667,12895.749
271.497,13027.555
272.327,12677.555
273.158,12526.636
273.988,12569.919
274.818,12223.332
275.648,11721.315
276.479,12059.575
277.309,11434.211
278.139,11707.474
278.969,11151.566
279.800,11327.021
280.630,11133.413
281.460,10967.628
282.290,10208.551
283.121,9941.688
283.951,9599.555
284.781,10308.676
285.612,10316.413
286.442,10549.600
287.272,10527.874
288.102,10502.628
288.933,10735.725
289.763,10565.457
290.593,11207.134
291.423,10966.024
292.254,11281.490
293.084,10956.296
293.914,10894.239
294.745,10463.996
295.575,9883.142
296.405,9937.449
297.235,10314.089
298.066,9912.543
298.896,9487.725
299.726,9937.964
300.556,9166.777
301.387,9466.028
302.217,10093.215
303.047,10516.749
303.877,11010.194
304.708,11125.721
305.538,11458.146
306.368,11154.964
307.198,11199.178
308.029,11285.149
308.859,10626.660
309.689,10753.429
310.520,10630.304
311.350,9501.470
312.180,9471.300
313.010,10143.474
313.841,10522.947
314.671,10880.996
315.501,11004.732
316.331,11234.425
317.162,11274.534
317.992,11029.332
318.822,10950.304
319.652,10688.717
320.483,11609.291
321.313,11089.085
322.143,11014.126
322.974,10492.623
323.804,10751.757
324.634,11046.923
325.464,10592.515
326.295,10732.979
327.125,10897.915
327.955,11322.883
328.785,11034.304
329.616,10263.575
330.446,10943.721
331.276,11694.547
332.106,11576.688
332.937,11725.607
333.767,12476.647
334.597,12206.988
335.428,12881.263
336.258,12784.324
337.088,12879.283
337.918,12795.903
338.749,12085.591
339.579,12056.024
340.409,11660.158
341.239,11838.304
342.070,11301.312
342.900,11924.478
343.730,10954.595
344.560,11448.036
345.391,11378.300
346.221,11376.170
347.051,11398.566
347.882,11962.632
348.712,11686.632
349.542,12191.732
350.372,12322.575
351.203,12258.515
352.033,12968.656
352.863,11934.183
353.693,11742.353
354.524,12120.349
355.354,12163.996
356.184,12655.551
357.014,12694.239
357.845,13007.097
358.675,13498.709
359.505,13642.522
360.336,13509.275
361.166,14130.600
361.996,14008.441
362.826,13280.555
363.657,13416.794
364.487,14247.919
365.317,14819.611
366.147,14524.396
366.978,14891.275
367.808,14099.976
368.638,14691.498
369.468,14960.781
370.299,14715.438
371.129,15185.781
371.959,16717.736
372.790,16115.445
373.620,16504.980
374.450,16852.336
375.280,16381.389
