Distance_(microns),Gray_Value
0.000,11661.704
0.830,11893.490
1.661,12752.389
2.491,12284.615
3.321,12019.154
4.151,11645.445
4.982,11512.992
5.812,11136.498
6.642,11177.688
7.472,11169.522
8.303,11065.583
9.133,10824.364
9.963,11168.275
10.793,11430.510
11.624,11536.353
12.454,11329.259
13.284,11122.211
14.115,10854.219
14.945,10822.158
15.775,11267.198
16.605,11254.822
17.436,11781.647
18.266,12100.178
19.096,11832.364
19.926,11736.903
20.757,11591.595
21.587,11310.810
22.417,11481.813
23.247,11601.405
24.078,11445.364
24.908,11779.510
25.738,11239.903
26.569,11054.332
27.399,11070.243
28.229,11115.898
29.059,11247.846
29.890,11589.785
30.720,11099.656
31.550,10876.623
32.380,10733.089
33.211,10595.700
34.041,10859.955
34.871,10690.126
35.701,10556.275
36.532,10705.595
37.362,10957.478
38.192,10876.510
39.023,10538.021
39.853,11233.481
40.683,11020.457
41.513,11502.575
42.344,11194.474
43.174,11416.154
44.004,11329.166
44.834,11147.600
45.665,10835.798
46.495,10954.271
47.325,10748.534
48.155,10611.745
48.986,10553.976
49.816,10253.700
50.646,10463.453
51.477,10346.543
52.307,10809.064
53.137,10884.591
53.967,10540.595
54.798,10778.732
55.628,10424.036
56.458,10261.761
57.288,10136.215
58.119,10401.494
58.949,10121.696
59.779,10125.696
60.609,10092.174
61.440,10508.822
62.270,10742.732
63.100,11011.064
63.930,11113.344
64.761,10613.651
65.591,10382.510
66.421,10165.194
67.252,10314.619
68.082,9770.462
68.912,10101.794
69.742,10254.263
70.573,9965.004
71.403,9925.481
72.233,10467.559
73.063,10426.798
73.894,10414.785
74.724,10460.429
75.554,10549.757
76.384,10004.183
77.215,10122.737
78.045,9906.393
78.875,10601.664
79.706,10630.632
80.536,10719.393
81.366,10964.279
82.196,10953.417
83.027,10593.247
83.857,10409.385
84.687,10469.138
85.517,10513.206
86.348,10427.668
87.178,10102.389
88.008,10325.846
88.838,10889.862
89.669,10932.579
90.499,11031.138
91.329,10726.356
92.160,10346.396
92.990,10413.611
93.820,10589.632
94.650,10391.174
95.481,10637.312
96.311,10263.968
97.141,10333.315
97.971,10304.170
98.802,10130.353
99.632,9833.396
100.462,9563.947
101.292,9553.619
102.123,9638.336
102.953,9388.462
103.783,9749.429
104.614,9599.936
105.444,9713.146
106.274,9367.061
107.104,9902.279
107.935,9889.810
108.765,9721.105
109.595,10096.976
110.425,10344.004
111.256,10054.538
112.086,9900.017
112.916,9972.089
113.746,10463.927
114.577,10405.040
115.407,10564.036
116.237,10992.737
117.068,10841.032
117.898,10441.647
118.728,10280.498
119.558,10582.381
120.389,10707.651
121.219,10968.081
122.049,10684.547
122.879,10878.874
123.710,11030.534
124.540,11350.498
125.370,11303.061
126.200,11061.049
127.031,10322.255
127.861,10875.672
128.691,10704.817
129.522,11006.932
130.352,11527.704
131.182,11224.745
132.012,11008.915
132.843,11023.696
133.673,10661.502
134.503,11410.895
135.333,10864.717
136.164,10719.211
136.994,10540.976
137.824,10206.166
138.654,10582.053
139.485,10652.943
140.315,10884.004
141.145,10729.187
141.976,10891.676
142.806,10442.794
143.636,10319.097
144.466,10708.296
145.297,11121.057
146.127,10768.021
146.957,10764.158
147.787,10371.874
148.618,10688.826
149.448,10468.211
150.278,10710.729
151.108,10677.644
151.939,10931.992
152.769,10750.498
153.599,10472.154
154.430,10129.660
155.260,10022.732
156.090,10630.364
156.920,10751.268
157.751,10298.396
158.581,10505.749
159.411,10471.102
160.241,10324.032
161.072,10558.040
161.902,10259.951
162.732,10588.813
163.562,10402.502
164.393,10531.932
165.223,10328.400
166.053,10077.126
166.883,9840.085
167.714,10021.279
168.544,9732.870
169.374,9582.211
170.205,9709.251
171.035,9967.611
171.865,10118.445
172.695,9400.644
173.526,9612.438
174.356,9719.636
175.186,9774.870
176.016,10022.389
176.847,9670.709
177.677,9379.409
178.507,9297.781
179.337,9276.413
180.168,9380.036
180.998,9347.109
181.828,8644.109
182.659,8813.575
183.489,8691.121
184.319,8882.672
185.149,8783.356
185.980,8886.785
186.810,9051.028
187.640,9229.255
188.470,9091.364
189.301,9571.571
190.131,9508.510
190.961,8979.547
191.791,9389.377
192.622,9502.688
193.452,9506.964
194.282,8889.349
195.113,8656.036
195.943,8585.324
196.773,8534.903
197.603,8169.308
198.434,7993.077
199.264,8217.611
200.094,8085.308
200.924,8106.028
201.755,7871.478
202.585,8047.178
203.415,7777.648
204.245,7822.320
205.076,7551.259
205.906,7702.696
206.736,7672.154
207.567,7741.251
208.397,7528.745
209.227,7636.105
210.057,7506.004
210.888,7830.506
211.718,8043.676
212.548,8170.753
213.378,7932.976
214.209,8065.956
215.039,8209.134
215.869,8203.068
216.699,8573.713
217.530,8412.344
218.360,8114.579
219.190,8039.263
220.021,7986.607
220.851,8290.911
221.681,7757.895
222.511,8070.146
223.342,8207.515
224.172,8576.287
225.002,8785.381
225.832,8143.826
226.663,7802.899
227.493,8041.109
228.323,8274.927
229.153,7954.332
229.984,8559.530
230.814,8794.515
231.644,8921.696
232.475,8244.275
233.305,8042.721
234.135,8033.429
234.965,7840.061
235.796,7371.911
236.626,7806.599
237.456,7851.814
238.286,7670.308
239.117,8138.324
239.947,7648.895
240.777,7600.004
241.607,7280.895
242.438,7516.486
243.268,7395.717
244.098,7447.587
244.929,7663.952
245.759,7922.786
246.589,7654.360
247.419,7564.959
248.250,7952.073
249.080,7947.571
249.910,7792.741
250.740,7886.599
251.571,7876.122
252.401,7943.356
253.231,7694.680
254.061,7668.267
254.892,7677.494
255.722,7742.992
256.552,7678.636
257.383,7454.178
258.213,7444.393
259.043,7474.688
259.873,7718.656
260.704,8042.887
261.534,7771.028
262.364,7548.834
263.194,6923.498
264.025,6943.105
264.855,7318.660
265.685,7296.583
266.515,7491.648
267.346,7452.992
268.176,7373.146
269.006,7219.020
269.837,7148.219
270.667,7059.810
271.497,6981.502
272.327,6821.243
273.158,7296.968
273.988,7429.113
274.818,7212.174
275.648,7121.725
276.479,7122.360
277.309,7069.231
278.139,7239.012
278.969,7448.413
279.800,6992.166
280.630,7147.534
281.460,7311.749
282.290,6915.344
283.121,7042.858
283.951,6712.077
284.781,6610.733
285.612,6385.405
286.442,6583.024
287.272,7003.749
288.102,6532.842
