Protein.Group	Protein.Names	Genes	First.Protein.Description	/ip-proteomics/ms-convert-output/2ul_CG_1.mzML	/ip-proteomics/ms-convert-output/2ul_CG_2.mzML	/ip-proteomics/ms-convert-output/2ul_CG_3.mzML	/ip-proteomics/ms-convert-output/2ul_CG_4.mzML	/ip-proteomics/ms-convert-output/2ul_CG_5.mzML	/ip-proteomics/ms-convert-output/2ul_CG_6.mzML	/ip-proteomics/ms-convert-output/2ul_CG_7.mzML	/ip-proteomics/ms-convert-output/2ul_CG_8.mzML	/ip-proteomics/ms-convert-output/2ul_CG_9.mzML	/ip-proteomics/ms-convert-output/2ul_CG_10.mzML
Q9JIF7	COPB_MOUSE	Copb1	Coatomer subunit beta	2109.45		3078.12	4895.19						
Q9JIG7	CCD22_MOUSE	Ccdc22	Coiled-coil domain-containing protein 22	676.432								1523.47	
Q9JII1	INP5E_MOUSE	Inpp5e	Phosphatidylinositol polyphosphate 5-phosphatase type IV	1026.71		1503.6	1427.84		1179.28		1256.35	1411.28	1455.14
Q9JII6	AK1A1_MOUSE	Akr1a1	Aldo-keto reductase family 1 member A1	588.454						1898.36	870.467		
Q9JIK5	DDX21_MOUSE	Ddx21	Nucleolar RNA helicase 2	2184.29	8435.46	7580.57	6764.91	9277.7	7045.57	4191.28	3843.25	5078.3	5541.31
Q9JIK9	RT34_MOUSE	Mrps34	Small ribosomal subunit protein mS34	16731.9	13775.1	15259.4	15649.2	17823.9	14973.1	17995.2	17373.9	18526.4	18422.2
Q9JIS5	SV2A_MOUSE	Sv2a	Synaptic vesicle glycoprotein 2A	8094.55	16510.2	8289.24	9884.67	8360.58	9032.19	9358.33	8654.36	8153.07	8744.86
Q9JIX8	ACINU_MOUSE	Acin1	Apoptotic chromatin condensation inducer in the nucleus	9634.6		18260	15994.9	28013.7	18581.6	21455.1	10394.5	11228.9	8074.96
Q9JIX9	FASTK_MOUSE	Fastk	Fas-activated serine/threonine kinase	471.643									
Q9JIY0	PKHO1_MOUSE	Plekho1	Pleckstrin homology domain-containing family O member 1	5351.54							8693.11	5588.17	
Q9JJ28	FLII_MOUSE	Flii	Protein flightless-1 homolog	22635.4	18850.9	23342.2	25914.2	28395.6	26580.6	26128.8	26354.6	26026.3	24983.6
Q9JJ57	KCIP1_MOUSE	Kcnip1	Kv channel-interacting protein 1	3847.74									
Q9JJ61	GLT16_MOUSE	Galnt16	Polypeptide N-acetylgalactosaminyltransferase 16	1239.13		1507.93				1701.84		1476.68	1539.93
Q9JJ69	KCIP2_MOUSE	Kcnip2	Kv channel-interacting protein 2	14200	17158.7	13481.2	13814.6	13235.2	14747.4	13393.8	12710.5	13878.7	12692.7
Q9JJA9	GRASP_MOUSE	Tamalin	General receptor for phosphoinositides 1-associated scaffold protein	15994.1	14327	14523.8	15253.5	17542.5	13007.2	15550.3	15009.9	14091.6	15042.6
Q9JJG6	TMM47_MOUSE	Tmem47	Transmembrane protein 47	1594.81									
Q9JJG9	NOA1_MOUSE	Noa1	Nitric oxide-associated protein 1	1224.99									
Q9JJI8	RL38_MOUSE	Rpl38	Large ribosomal subunit protein eL38	24697.4	440314	65651	104195	100389	81822.1	81524.3	67740.8	59754.4	72014.9
Q9JJJ7	PORCN_MOUSE	Porcn	Protein-serine O-palmitoleoyltransferase porcupine	3024.9			10056.3	6462.39	6430.32		4414.4	8678.44	
Q9JJK2	LANC2_MOUSE	Lancl2	LanC-like protein 2	15127.5	18256.9	13361.3	13875.1	15418	14461	14953.5	11548.5	12732	14393.9
Q9JJU8	SH3L1_MOUSE	Sh3bgrl	Adapter Sh3bgrl	1073.24		1507.66	2421.51	1781.97	1726.24	1592.76	1387.44	1225.76	
Q9JJV2	PROF2_MOUSE	Pfn2	Profilin-2	16739.9	27026.7	12090.7	12605.3	10998.9	10857.3	11640.3	12263.6	13088.7	11834.3
Q9JJV5	CCG3_MOUSE	Cacng3	Voltage-dependent calcium channel gamma-3 subunit	1881.4									
Q9JJY3	NSMA2_MOUSE	Smpd3	Sphingomyelin phosphodiesterase 3	1618.21		1579.12					3868.92		
Q9JJY4	DDX20_MOUSE	Ddx20	Probable ATP-dependent RNA helicase DDX20	461.093					983.854	848.856			
Q9JK42	PDK2_MOUSE	Pdk2	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial	214.516					955.42		511.612		
Q9JK45	KCNQ5_MOUSE	Kcnq5	Potassium voltage-gated channel subfamily KQT member 5	12292.1		17313	11237.6	24998.5	26156.9	20648.5	21915.7	11292.8	25851.7
Q9JK92	HSPB8_MOUSE	Hspb8	Heat shock protein beta-8	2068.57				11101.8			8105.57		
Q9JK97	KCNQ4_MOUSE	Kcnq4	Potassium voltage-gated channel subfamily KQT member 4	9579.92		6128.1	4700.34		4538.81		6974.14	6708.2	6869.52
Q9JKB1	UCHL3_MOUSE	Uchl3	Ubiquitin carboxyl-terminal hydrolase isozyme L3	826.655									
Q9JKB3	YBOX3_MOUSE	Ybx3	Y-box-binding protein 3	1828.82		1026.8		1504.76			1101.96	1590.89	
Q9JKC6	CEND_MOUSE	Cend1	Cell cycle exit and neuronal differentiation protein 1	389.959		298.281	362.567	669.915		690.838	391.854	386.4	
Q9JKC8	AP3M1_MOUSE	Ap3m1	AP-3 complex subunit mu-1	1131.2	9492.49	2307.36	2601.06		2631.29	3902.22	2167.52	2016.56	
Q9JKD3	SCAM5_MOUSE	Scamp5	Secretory carrier-associated membrane protein 5	3824.25			9832.78	5037.92	5557.14		6040.62	7450.34	6956.98
Q9JKF1	IQGA1_MOUSE	Iqgap1	Ras GTPase-activating-like protein IQGAP1								3937.74		
Q9JKF7	RM39_MOUSE	Mrpl39	Large ribosomal subunit protein mL39	1382.33		3242.1	4588.12	3843.94	6232.37		3530.77	2988.62	3211.99
Q9JKK7	TMOD2_MOUSE	Tmod2	Tropomodulin-2	154805	126731	185920	177115	163428	166089	177263	185687	199371	197642
Q9JKN5	OLIG1_MOUSE	Olig1	Oligodendrocyte transcription factor 1	1439.17		1660.98	1488.62	2418.1	1708.95		1099.41	1136.86	
Q9JKP5	MBNL1_MOUSE	Mbnl1	Muscleblind-like protein 1	2676.92									
Q9JKV1	ADRM1_MOUSE	Adrm1	Proteasomal ubiquitin receptor ADRM1	2328.51		1558.29	2294.37	2982.58	3621.16	2115.38	3149.53	1937.39	1655.02
Q9JKX3	TFR2_MOUSE	Tfr2	Transferrin receptor protein 2			6997.31	14897.3		15200.6			12944.8	12055.5
Q9JKY0	CNOT9_MOUSE	Cnot9	CCR4-NOT transcription complex subunit 9	381.201		384.503	625.763	522.046	507.977		433.737	657.544	
Q9JKY5	HIP1R_MOUSE	Hip1r	Huntingtin-interacting protein 1-related protein	1736.44	8336.9	2230.23	2525.91	4743.31	4158.89	2571.21	2828	1866.79	2547.57
Q9JL04	FMN2_MOUSE	Fmn2	Formin-2	6342.76	11534.2	7365.55	8025.64	7808.51	7998.89	6754.67	7859.7	7836.79	7721.17
Q9JL15	LEG8_MOUSE	Lgals8	Galectin-8	3686.65		4584.03	3607.15	5256.61	4469.45	5329.61	5030.21	5925.72	4146.28
Q9JL26	FMNL1_MOUSE	Fmnl1	Formin-like protein 1	4444.53		3964.97	4381.15	4337.91	5342.01		3885.25	3451.59	3907.25
Q9JLB0	PALS2_MOUSE	Pals2	Protein PALS2	3273.18	5787.44	3684.15	3397.2	3690.5	4107.94	3266.47	3578.23	3451.39	3971.15
Q9JLB2	PALS1_MOUSE	Pals1	Protein PALS1	3202.32	2564.09	3350.08	2414.15	3693.91	6068.04	4807.2	4006.92	4715.5	4237.12
Q9JLC8	SACS_MOUSE	Sacs	Sacsin	5797.79		6333.75		9957.06	22467.6		11971.3	7498.8	9010.46
Q9JLF6	TGM1_MOUSE	Tgm1	Protein-glutamine gamma-glutamyltransferase K		20176.8					4850.15	5550.97		
Q9JLI7	SPAG6_MOUSE	Spag6	Sperm-associated antigen 6	6979.67	19784.8	15704.6		13657.5	15200.7	21148.3		15817	9919.49
Q9JLJ1	SELK_MOUSE	Selenok	Selenoprotein K	29813.8									
Q9JLM8	DCLK1_MOUSE	Dclk1	Serine/threonine-protein kinase DCLK1	56065.7	52114.4	44741.5	49240.4	46752.1	45756	48099	47905.8	44153.9	44716.1
Q9JLN9	MTOR_MOUSE	Mtor	Serine/threonine-protein kinase mTOR	1149.22	2428.81	1370.26	1988.76	2085.37	1985.06	2084.31	1166.66	2049.17	915.004
Q9JLQ0	CD2AP_MOUSE	Cd2ap	CD2-associated protein	374.175		4339.84		7515.89		6635.7		3769.88	
Q9JLQ2	GIT2_MOUSE	Git2	ARF GTPase-activating protein GIT2	839.845									
Q9JLV1	BAG3_MOUSE	Bag3	BAG family molecular chaperone regulator 3	2806.67		2220.09	3254.44	3142.58	5068.64	3966.56	2131.62	2958.98	2384.05
Q9JLV5	CUL3_MOUSE	Cul3	Cullin-3	1961.97		2694.59	2274.25		2075.71	3081.59	2355.88	1622.99	
Q9JLZ3	AUHM_MOUSE	Auh	Methylglutaconyl-CoA hydratase, mitochondrial				4849.98		3399.54		2438.6		2532.02
Q9JM52	MINK1_MOUSE	Mink1	Misshapen-like kinase 1	8113.83	10672	7836.39	8435.57	7553.17	7758.86	8908.08	7665.82	6889.45	6759.18
Q9JM54	APR_MOUSE	Pmaip1	Phorbol-12-myristate-13-acetate-induced protein 1			4421.99		7764.37		5858.87		2589.88	
Q9JM63	KCJ10_MOUSE	Kcnj10	ATP-sensitive inward rectifier potassium channel 10	4177.02		3909.75	3235.4	5875.21		4823.41	3255.62	3292.47	4038.41
Q9JM76	ARPC3_MOUSE	Arpc3	Actin-related protein 2/3 complex subunit 3	94216.8	46107.4	75927.2	63754.9	69200.3	65937.2	70434.8	79643.5	89101.2	82318.8
Q9JM93	AR6P4_MOUSE	Arl6ip4	ADP-ribosylation factor-like protein 6-interacting protein 4	2072.6									
Q9JMA9	S6A14_MOUSE	Slc6a14	Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+)			2663.05							2477.44
Q9JMB8	CNTN6_MOUSE	Cntn6	Contactin-6	20282.2	68447.4	30979	26466.2	26918.2	27277.6	34736.1	26807.6	31738.9	28390.6
Q9JMC8	E41LB_MOUSE	Epb41l4b	Band 4.1-like protein 4B	2112.53		1243.37	2266.1	3117.18	1481.15	2621.19	1610.32	1844.41	2270.89
Q9JME5	AP3B2_MOUSE	Ap3b2	AP-3 complex subunit beta-2	9545.61	42955.1	12940	13732.2	15620.5	15980.8	13484.9	11770.6	12168.8	13653
Q9JME7	TPC2L_MOUSE	Trappc2l	Trafficking protein particle complex subunit 2-like protein	4837.9		4690.91	5715.58	8022.56	4257.69	7333.93	4642.97	5264.66	4507.27
Q9JME9	VTM2B_MOUSE	Vstm2b	V-set and transmembrane domain-containing protein 2B	1596.82		1558.91	2650.71	1515.02	1407.69	1887.31	1387.89	1707.31	1450.59
Q9JMG4	NKAI4_MOUSE	Nkain4	Sodium/potassium-transporting ATPase subunit beta-1-interacting protein 4	920.607									
Q9JMG7	HDGR3_MOUSE	Hdgfl3	Hepatoma-derived growth factor-related protein 3	3372.22		5079.56		10558.2	6487.5				
Q9JMH9	MY18A_MOUSE	Myo18a	Unconventional myosin-XVIIIa	62784.6	53110.3	61812.8	60114.5	57448.5	61113.8	61094.6	67294.5	66686.2	63878.1
Q9JMK2	KC1E_MOUSE	Csnk1e	Casein kinase I isoform epsilon	23493.9	22527.3	21071.4	17736.7	20392.5	20738.1	19592.6	18384.2	18856.5	18215.1
Q9QUI0	RHOA_MOUSE	Rhoa	Transforming protein RhoA	8903.07	20571	7278.9	7207.05	6254.86		8422.28	7882.94	6472.86	8056.5
Q9QUM9	PSA6_MOUSE	Psma6	Proteasome subunit alpha type-6	19462.8	50280.8	26000.5	24657.3	28073.8	30020.3	32303.1	27603.4	20095.3	23039.5
Q9QUP5	HPLN1_MOUSE	Hapln1	Hyaluronan and proteoglycan link protein 1	38904.8	29482.8	31982.9	30933.8	26485.6	25966.1	30267.6	29971.7	33671.8	32858.6
Q9QUQ5	TRPC4_MOUSE	Trpc4	Short transient receptor potential channel 4	1525.13		2055.14	1973.3	2800.21	2187.4	2574.12	2207.73	3151.49	2151.74
Q9QUR7	PIN1_MOUSE	Pin1	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	2842.02						2486.92	1793.12	2416.16	
Q9QUR8	SEM7A_MOUSE	Sema7a	Semaphorin-7A	48874.7	60493	49758.4	47799	52982.7	52735.9	53742.7	55548.9	52199.8	52459.5
Q9QVP9	FAK2_MOUSE	Ptk2b	Protein-tyrosine kinase 2-beta	12034.2	7559.98	16954.3		20478.4	23207.2		11485.2	12654.4	24940.4
Q9QWI6	SRCN1_MOUSE	Srcin1	SRC kinase signaling inhibitor 1	237798	134390	216204	214338	224948	207827	225064	210579	225696	214961
Q9QWL7	K1C17_MOUSE	Krt17	Keratin, type I cytoskeletal 17	420182	5.93594e+06	236941	871803	322014	672720	2.15304e+06	2.31822e+06	518578	894405
Q9QWV4	MLF1_MOUSE	Mlf1	Myeloid leukemia factor 1	6406.72							8839.38		
Q9QWW1	HOME2_MOUSE	Homer2	Homer protein homolog 2	73966.9	61164.2	76768.1	66821.3	64555.1	68455.5	68855.4	75287.9	75263.8	76113.6
Q9QWY8	ASAP1_MOUSE	Asap1	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1	6646.65		10963.7	13920.1	18557	16163.5	10707.8	14054.9	9812.84	17789
Q9QX11	CYH1_MOUSE	Cyth1	Cytohesin-1	7429.68		7490.9	8120.47	5689.66	7600.56	7676.45	8495.35	7700.9	6911.53
Q9QX29	TRPC5_MOUSE	Trpc5	Short transient receptor potential channel 5	390.924								875.771	1025.29
Q9QX47	SON_MOUSE	Son	Protein SON	3311.9	6782.96	8105.61	8272.25	15090.8	7070.67	5010.77	4367.98	4469.92	3420.65
Q9QXA5	LSM4_MOUSE	Lsm4	U6 snRNA-associated Sm-like protein LSm4	2529.52		5121.06	6035.48	8851.42	5333.82	5118.35	3127.77	3276.52	
Q9QXB9	DRG2_MOUSE	Drg2	Developmentally-regulated GTP-binding protein 2	313.344									
Q9QXJ1	APBB1_MOUSE	Apbb1	Amyloid beta precursor protein binding family B member 1	1352.09							2191.89		
Q9QXK7	CPSF3_MOUSE	Cpsf3	Cleavage and polyadenylation specificity factor subunit 3	488.512		1156.62		1246.04				652.812	
Q9QXL1	KI21B_MOUSE	Kif21b	Kinesin-like protein KIF21B	5207.76	8207.17	5120.94	6283.87	6395.16	7463.06	6662.9	6540.07	4706.69	5340.57
Q9QXL2	KI21A_MOUSE	Kif21a	Kinesin-like protein KIF21A	1545.32		2613.96	4583.64	4445.76	3107.56	4552.13	3184.89	2595.19	
Q9QXL8	NDK7_MOUSE	Nme7	Nucleoside diphosphate kinase homolog 7	3545.14									
Q9QXN3	TRIP4_MOUSE	Trip4	Activating signal cointegrator 1	1457.5									
Q9QXS1	PLEC_MOUSE	Plec	Plectin	139055	119572	160707	147887	142596	147035	154140	162595	175333	165728
Q9QXS6	DREB_MOUSE	Dbn1	Drebrin	340093	252229	407036	378926	370526	396215	406603	437844	491546	446392
Q9QXT8	CSEN_MOUSE	Kcnip3	Calsenilin	2470.2		2407.34	3245.1		1991.4	2372.75	2962.65	3037.37	3018.41
Q9QXY6	EHD3_MOUSE	Ehd3	EH domain-containing protein 3	1246.37		1962.17	11440	4290.96	11072.4	3281.93	9317.98	2535.62	9913.3
Q9QXZ0	MACF1_MOUSE	Macf1	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4	62977.2	58592.1	66085	64221.7	64102.9	63042.6	63314.7	65806.8	70178.3	66296.3
Q9QY01	ULK2_MOUSE	Ulk2	Serine/threonine-protein kinase ULK2	638.98		554.299		517.948	747.073	570.085	627.261	370.146	474.79
Q9QY39	PDZD4_MOUSE	Pdzd4	PDZ domain-containing protein 4	1227.67									
Q9QY73	TMM59_MOUSE	Tmem59	Transmembrane protein 59	579.54		677.074		2157.5			442.29	854.007	
Q9QY76	VAPB_MOUSE	Vapb	Vesicle-associated membrane protein-associated protein B	6686.14		10184.8	9053.88	10521.7	11857.1	7935.9	7952.72	6807.41	7762.45
Q9QYA2	TOM40_MOUSE	Tomm40	Mitochondrial import receptor subunit TOM40 homolog	3121.24						3693.66		2434.72	
Q9QYB5	ADDG_MOUSE	Add3	Gamma-adducin	46830.1	50017.7	52981.2	51718.6	52210.7	53756.7	49338.2	55760	60080.2	57714.4
Q9QYB8	ADDB_MOUSE	Add2	Beta-adducin	178912	241290	225878	223866	217460	214433	227176	240116	270641	252039
Q9QYC0	ADDA_MOUSE	Add1	Alpha-adducin	103941	126499	117324	112812	107455	110411	120105	122914	136797	129735
Q9QYC1	PCX1_MOUSE	Pcnx1	Pecanex-like protein 1	336.714		618.481	306.049	905.675		740.074	502.135	341.587	
Q9QYE3	BC11A_MOUSE	Bcl11a	B-cell lymphoma/leukemia 11A	628.009		1408.89	1974.43	2354.5	1183.8	717.986	786.285	1386.89	
Q9QYF9	NDRG3_MOUSE	Ndrg3	Protein NDRG3	2935.47		3276.54				4177.2	4337.37		
Q9QYG0	NDRG2_MOUSE	Ndrg2	Protein NDRG2	5231.33	21124.4	7940.92		15073.6	10778.3	15614.2		8045.64	
Q9QYH6	MAGD1_MOUSE	Maged1	Melanoma-associated antigen D1	2995.01									
Q9QYI4	DJB12_MOUSE	Dnajb12	DnaJ homolog subfamily B member 12	1126.23		1998.96	2247.08		2882.6				
Q9QYI5	DNJB2_MOUSE	Dnajb2	DnaJ homolog subfamily B member 2	1138.7						1327.88			
Q9QYI6	DNJB9_MOUSE	Dnajb9	DnaJ homolog subfamily B member 9	1005.55									
Q9QYJ0	DNJA2_MOUSE	Dnaja2	DnaJ homolog subfamily A member 2	651.991		575.177		987.507	818.146	713.585	834.171	609.938	551.514
Q9QYJ3	DNJB1_MOUSE	Dnajb1	DnaJ homolog subfamily B member 1	8219.92		18922.5				20522			
Q9QYM9	TEFF2_MOUSE	Tmeff2	Tomoregulin-2	4270.77		4836.53	5131.8	5003.98	5284.25	6382.34	5084.55	4469.1	4769.1
Q9QYR6	MAP1A_MOUSE	Map1a	Microtubule-associated protein 1A	490288	211322	253562	242001	265143	252002	247622	243438	270685	251342
Q9QYS2	GRM3_MOUSE	Grm3	Metabotropic glutamate receptor 3	10106.6	16915.1	10222.4	9451.96	12061.1	9381.16	9766.67	8188.03	8434.21	8917.68
Q9QYS9	QKI_MOUSE	Qki	KH domain-containing RNA-binding protein QKI	3888.83							5821.11		
Q9QYX7	PCLO_MOUSE	Pclo	Protein piccolo	117110	78479.4	88085.7	87414	83304.7	89583	80682.8	88716	86795.9	83759.2
Q9QYY0	GAB1_MOUSE	Gab1	GRB2-associated-binding protein 1	1211.32									
Q9QYY1	I36RA_MOUSE	IL36RN	Interleukin-36 receptor antagonist protein							1335.28	4785.23		
Q9QZ06	TOLIP_MOUSE	Tollip	Toll-interacting protein	4138.08	5636.46	4321.41	4553.26	5876.03	4419.2	5164.88	4892.77	4839.24	4484.27
Q9QZB0	RGS17_MOUSE	Rgs17	Regulator of G-protein signaling 17	51454.7	45378	50726.2	53009.3	51022.2	52642.6	50343.6	57188.8	59118.9	62977.9
Q9QZB1	RGS20_MOUSE	Rgs20	Regulator of G-protein signaling 20	11512.8	13361	11677.2	9925.14	12202.6	9798.24	11941.5	10838.8	11493.3	10878.2
Q9QZB7	ARP10_MOUSE	Actr10	Actin-related protein 10	11321.3		11901.2	13799.9	13340.7	15048.9	13529.9	12235.4	10758.7	12760.1
Q9QZB9	DCTN5_MOUSE	Dctn5	Dynactin subunit 5	4186.31		4539.16	4515.16	7248.29	4440.95	7184.12	3307.52	4568.04	5162.95
Q9QZD8	DIC_MOUSE	Slc25a10	Mitochondrial dicarboxylate carrier	3433.91							3865.72	3486.8	
Q9QZD9	EIF3I_MOUSE	Eif3i	Eukaryotic translation initiation factor 3 subunit I	7245.14	16653.8	8536.37	9432.65	11401.5	7255.6	9451.48	9608.1	8078.53	7811.41
Q9QZE5	COPG1_MOUSE	Copg1	Coatomer subunit gamma-1	798.672		692.934	663.327				1169.83		
Q9QZF2	GPC1_MOUSE	Gpc1	Glypican-1	42128.6	41884.4	34305.6	35601.9	37016.4	39344	35728.1	38680.8	38441	38360.7
Q9QZH6	ECSIT_MOUSE	Ecsit	Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial	2751.9									
Q9QZI8	SERC1_MOUSE	Serinc1	Serine incorporator 1	1301.65									
Q9QZL6	UBP21_MOUSE	Usp21	Ubiquitin carboxyl-terminal hydrolase 21	502.637		815.639		1070.72				752.515	
Q9QZM2	DPOG2_MOUSE	Polg2	DNA polymerase subunit gamma-2	25648.7		37070.1				38948		41783.8	
Q9QZN4	FBX6_MOUSE	Fbxo6	F-box only protein 6	1654.95							2075.2	1369.06	1734.06
Q9QZQ1	AFAD_MOUSE	Afdn	Afadin	14158.1	18238.6	13702.8	13837	13430.8	14418.8	14330.7	14374	13967.3	13830.4
Q9QZQ8	H2AY_MOUSE	Macroh2a1	Core histone macro-H2A.1	32113	141621	161094	116124	196020	97421.9	69677.6	34503.9	59107.6	49380.2
Q9QZS3	NUMB_MOUSE	Numb	Protein numb homolog	3009.23		2901.01	4559.53	4931.45	3946.23		3243.7	4108.72	
Q9QZX7	SRR_MOUSE	Srr	Serine racemase	705.229		1318.16			1474			954.84	
Q9R013	CATF_MOUSE	Ctsf	Cathepsin F	1454.42									
Q9R087	GPC6_MOUSE	Gpc6	Glypican-6	5049.91		7837.04	4995.21	7266	5372.99			4937.54	4111.31
Q9R099	TBL2_MOUSE	Tbl2	Transducin beta-like protein 2	4543.53									
Q9R0A0	PEX14_MOUSE	Pex14	Peroxisomal membrane protein PEX14	2686.33		1832.37	2255.18	3005.03	2715.78	2158.22	2921.11	2030.85	4495.04
Q9R0I7	YLPM1_MOUSE	Ylpm1	YLP motif-containing protein 1	272.767		557.882							956.864
Q9R0K7	AT2B2_MOUSE	Atp2b2	Plasma membrane calcium-transporting ATPase 2	19475	35667.2	21868.8	21615.7	22499.4	21510.3	20414.2	20173.4	19270.6	17897.3
Q9R0L6	PCM1_MOUSE	Pcm1	Pericentriolar material 1 protein	10722.6	26611.1	9633.44	10381.8	8497.67	7436.4	10444.3	7787.65	8264.06	9604.6
Q9R0M0	CELR2_MOUSE	Celsr2	Cadherin EGF LAG seven-pass G-type receptor 2	6808.35		7322.97	8128.38	7689.56		8656.96	9553.94	5978.17	6694.94
Q9R0N3	SYT11_MOUSE	Syt11	Synaptotagmin-11	144154	151890	194239	211646	242693	181770	230470	171261	178608	186311
Q9R0N5	SYT5_MOUSE	Syt5	Synaptotagmin-5	18045.9	34843.6	18879.9	22203.1	17652.5	16207.7	17235.2	15457.3	14021.4	17741.7
Q9R0N7	SYT7_MOUSE	Syt7	Synaptotagmin-7	66539.2	76253.7	64451.2	62615.8	63976.9	60638.1	57027.4	61659.8	60024.4	60575.2
Q9R0N8	SYT6_MOUSE	Syt6	Synaptotagmin-6	6042.3									
Q9R0P5	DEST_MOUSE	Dstn	Destrin	4618.56	11560.2	6249.66	7520.64	7313.58	7726.68	8671.09	8843.07	7018.83	7752.75
Q9R0P9	UCHL1_MOUSE	Uchl1	Ubiquitin carboxyl-terminal hydrolase isozyme L1	3609.76	9038.83	4153.7	4107.46	2927.8	4504.49	4187.47	2896.46	3599.86	
Q9R0Q6	ARC1A_MOUSE	Arpc1a	Actin-related protein 2/3 complex subunit 1A	80830.8	66025.8	85960.3	74733.9	77475.7	78529.6	87828.2	94458	105627	96130.1
Q9R0Q7	TEBP_MOUSE	Ptges3	Prostaglandin E synthase 3	1969.59							3298.57	2254.48	
Q9R0Q9	MPU1_MOUSE	Mpdu1	Mannose-P-dolichol utilization defect 1 protein	301.697			258.904		744.28				
Q9R0S3	MMP17_MOUSE	Mmp17	Matrix metalloproteinase-17	8899.58		8086.74	8604.4	9766.78	7926.14	9753.77	10222.2	10007.5	9984.72
Q9R0U0	SRS10_MOUSE	Srsf10	Serine/arginine-rich splicing factor 10	23560.2	102358	42407.4	29591.6	57858.2	35007.8	30305.6	22334.9	21567.4	19319
Q9R0X4	ACOT9_MOUSE	Acot9	Acyl-coenzyme A thioesterase 9, mitochondrial	1631.35	2165.82	1600.19	2222.72	2109.95	2051.07	3533	2141.5	1635.2	2569.36
Q9R0Y5	KAD1_MOUSE	Ak1	Adenylate kinase isoenzyme 1	4072.07		5230.09		5772.96		4846.95	5332.33	3685.74	2228.5
Q9R111	GUAD_MOUSE	Gda	Guanine deaminase	12454.2	43021.7	12974.2	16731.1	17831.8		16920.2	14081.9	14361.7	15546.6
Q9R112	SQOR_MOUSE	Sqor	Sulfide:quinone oxidoreductase, mitochondrial	759.571								794.837	
Q9R117	TYK2_MOUSE	Tyk2	Non-receptor tyrosine-protein kinase TYK2	2588.23							3154.52	3537.43	2912.92
Q9R118	HTRA1_MOUSE	Htra1	Serine protease HTRA1	16421.4	9439.44	13635	15385.7	17912.5	16844.6	14001.8	14366.8	14554.7	13428.5
Q9R171	CBLN1_MOUSE	Cbln1	Cerebellin-1	8880.76		7962.73	10428.3	10551.2	6728.43	7860.45	7505.69	8707.31	12060.4
Q9R190	MTA2_MOUSE	Mta2	Metastasis-associated protein MTA2	2194.21	15313.4	7514.33	8229.79	11850.4	5934.1	5853.83	2762.62	4479.06	
Q9R1B9	SLIT2_MOUSE	Slit2	Slit homolog 2 protein	8196.07									
Q9R1C6	DGKE_MOUSE	Dgke	Diacylglycerol kinase epsilon	7058.24		5552.36	5344.56	4502.49	6453.48	6148.13	4754.99	4995.2	5286.65
Q9R1C7	PR40A_MOUSE	Prpf40a	Pre-mRNA-processing factor 40 homolog A	827.464		3989.47		5428.89	8291.21		2489.52		4833.26
Q9R1K9	CETN2_MOUSE	Cetn2	Centrin-2	1128		2169.79							
Q9R1L5	MAST1_MOUSE	Mast1	Microtubule-associated serine/threonine-protein kinase 1	14612.7	23398.3	12484.5	16661.8	13269.8	14713	13141.3	12648	11742.5	11904.4
Q9R1P0	PSA4_MOUSE	Psma4	Proteasome subunit alpha type-4	13373.1	22092.3	11971.6	16923	14595.1	15336.2	16005.9	15584.7	14430.8	14578.9
Q9R1P1	PSB3_MOUSE	Psmb3	Proteasome subunit beta type-3	3386.82		5824.12	7642.09	5177.89	8545.09	8551.87	7265.43	4964.95	6696.13
Q9R1P3	PSB2_MOUSE	Psmb2	Proteasome subunit beta type-2	19179	47307.2	23381.1	22930.6	27474.5	17965	35055	30537.7	25591	28349.1
Q9R1P4	PSA1_MOUSE	Psma1	Proteasome subunit alpha type-1	13453.7	24249.6	14132.4	16151.1	15664.3	17373	17554.3	16789.2	14214.6	13697.7
Q9R1Q8	TAGL3_MOUSE	Tagln3	Transgelin-3	1088.6								1100.37	2097.51
Q9R1Q9	VAS1_MOUSE	Atp6ap1	V-type proton ATPase subunit S1	33439.4	41465.6	26062.4	26950	30579.6	25527.2	24867.5	37781.6	28940.4	27728.4
Q9R1R2	TRIM3_MOUSE	Trim3	Tripartite motif-containing protein 3	12563.2	11587.7	10681.1	12923.2	12062.2	12098.5	11051.2	11468.8	11197.2	11723.5
Q9R1T4	SEPT6_MOUSE	Septin6	Septin-6	14728.1	18330.7	18419.6	18997.3	17036.5	19916.9	19169.9	19586.9	17299	20842.2
Q9R1V6	ADA22_MOUSE	Adam22	Disintegrin and metalloproteinase domain-containing protein 22	74198.5	65940.2	72274.6	70561	57137.9	66118.5	62617.1	53173.1	55908.8	61007.5
Q9R1V7	ADA23_MOUSE	Adam23	Disintegrin and metalloproteinase domain-containing protein 23	1736.09									
Q9R1Z8	VINEX_MOUSE	Sorbs3	Vinexin	201410								210262	
